order_id,customer_id,order_date,status,payment_method,shipping_address,shipping_date,delivery_date,total_amount,promotion_id,shipping_city,shipping_zip
1203,605,2023-06-09,Delivered,Google Pay,9802 Second Ave,2023-06-12,2023-06-14,6512.87,,Los Angeles,52647
1204,597,2023-01-01,Cancelled,PayPal,926 Main St,,,0,,Charlotte,17051
1205,580,2023-09-25,Delivered,PayPal,4805 First St,2023-09-28,2023-10-05,1160.31,,San Diego,51482
1206,149,2022-11-16,Delivered,PayPal,9849 Main St,2022-11-19,2022-11-20,226.44,,Chicago,83259
1207,250,2023-08-09,Processing,Apple Pay,3563 Second Ave,,,0,,Houston,45532
1208,206,2023-12-27,Delivered,Apple Pay,2096 Second Ave,2023-12-29,2024-01-01,2222.89,,Phoenix,81197
1209,869,2023-12-27,Delivered,Apple Pay,4496 Second Ave,2023-12-28,2023-12-31,788.46,,San Diego,93637
1210,952,2022-11-18,Shipped,Credit Card,5645 Second Ave,2022-11-19,,469.56,,Austin,29473
1211,822,2023-10-22,Pending,PayPal,9595 First St,,,344.26,,Columbus,79932
1212,498,2023-01-01,Processing,Apple Pay,4222 Main St,,,771.72,,Austin,31877
1213,225,2023-11-29,Delivered,Google Pay,6987 Park Rd,2023-12-02,2023-12-03,3708.14,,Fort Worth,68790
1214,262,2023-10-18,Delivered,Credit Card,5584 First St,2023-10-19,2023-10-20,1413.3,,San Diego,87908
1215,321,2024-04-03,Delivered,Google Pay,5261 First St,2024-04-05,2024-04-06,1870.24,,Phoenix,52762
1216,534,2021-04-24,Processing,PayPal,5020 Oak Ave,,,948.74,,New York,51275
1217,506,2023-09-13,Delivered,Debit Card,6845 Second Ave,2023-09-14,2023-09-20,606.74,,Houston,61740
1218,460,2021-10-13,Delivered,Google Pay,8363 First St,2021-10-15,2021-10-21,579.54,,Dallas,89365
1219,907,2022-11-07,Delivered,PayPal,1400 Main St,2022-11-09,2022-11-16,0,,San Jose,59089
1220,940,2024-02-06,Delivered,Credit Card,5723 First St,2024-02-09,2024-02-11,212.44,,Austin,95710
1221,744,2021-10-16,Delivered,PayPal,2099 Second Ave,2021-10-17,2021-10-21,347.71,,Charlotte,67986
1222,42,2024-05-30,Delivered,Credit Card,827 First St,2024-06-02,2024-06-05,795.82,,Phoenix,78146
1223,916,2023-03-03,Shipped,Credit Card,4740 First St,2023-03-05,,100.84,,San Diego,89432
1224,420,2023-12-11,Delivered,Debit Card,8470 Park Rd,2023-12-13,2023-12-15,1820.37,,Houston,97096
1225,504,2023-11-28,Cancelled,Google Pay,272 Main St,,,420.34,,Phoenix,27865
1226,227,2023-04-29,Delivered,Credit Card,472 Park Rd,2023-05-02,2023-05-05,18.12,,Fort Worth,98276
1227,38,2023-05-09,Shipped,Credit Card,4165 Park Rd,2023-05-11,,2765.61,,Fort Worth,24168
1228,328,2022-09-22,Delivered,Google Pay,5532 Main St,2022-09-23,2022-09-27,433.06,,Los Angeles,70423
1229,305,2023-11-15,Pending,PayPal,4793 Second Ave,,,1987.05,,Dallas,65518
1230,754,2023-10-19,Delivered,Credit Card,4461 Park Rd,2023-10-20,2023-10-26,0,,Columbus,60079
1231,940,2022-04-11,Pending,Apple Pay,5723 First St,,,450.35,,Austin,95710
1232,622,2022-08-07,Cancelled,Google Pay,7417 Park Rd,,,653.91,,Austin,44242
1233,559,2022-01-24,Cancelled,Credit Card,7358 Park Rd,,,5699.08,,Phoenix,34632
1234,564,2022-10-13,Delivered,Credit Card,6332 Park Rd,2022-10-16,2022-10-17,885.66,,San Jose,90151
1235,514,2022-06-12,Delivered,Apple Pay,5213 Park Rd,2022-06-13,2022-06-15,26.57,,Austin,92465
1236,244,2021-06-25,Delivered,PayPal,2574 Main St,2021-06-28,2021-07-05,732.88,,Los Angeles,76287
1237,992,2022-06-19,Processing,PayPal,934 First St,,,187.25,,Columbus,78809
1238,704,2023-10-04,Delivered,PayPal,2048 Park Rd,2023-10-05,2023-10-07,0,,San Diego,18683
1239,643,2024-01-01,Delivered,PayPal,5633 Main St,2024-01-02,2024-01-07,40.82,,New York,25491
1240,306,2023-11-03,Delivered,Google Pay,5177 Main St,2023-11-04,2023-11-07,0,,Los Angeles,36633
1241,299,2024-01-01,Processing,PayPal,5853 Oak Ave,,,76.2,,San Diego,29840
1242,16,2024-01-28,Processing,Credit Card,8062 Main St,,,12324.77,,Los Angeles,26483
1243,19,2022-12-30,Cancelled,Google Pay,1204 Main St,,,1352.61,,Houston,19287
1244,664,2024-05-25,Pending,Credit Card,1705 First St,,,9171.44,,San Diego,41524
1245,929,2024-01-04,Delivered,Credit Card,4459 Main St,2024-01-07,2024-01-08,236.3,,New York,86342
1246,235,2023-08-08,Delivered,Credit Card,6463 Oak Ave,2023-08-10,2023-08-13,209.76,,Chicago,36651
1247,15,2024-01-04,Delivered,PayPal,5410 First St,2024-01-06,2024-01-11,365.08,,San Jose,24662
1248,360,2021-09-01,Delivered,Debit Card,7850 Main St,2021-09-02,2021-09-08,0,,San Jose,46099
1249,968,2023-09-18,Delivered,PayPal,261 Main St,2023-09-20,2023-09-25,1728.36,,Phoenix,39127
1250,229,2023-08-25,Pending,Apple Pay,1202 Main St,,,217.5,,Houston,14400
1251,962,2023-07-20,Delivered,PayPal,701 Oak Ave,2023-07-21,2023-07-24,8122.9,,Houston,49283
1252,987,2020-08-29,Shipped,PayPal,6470 Oak Ave,2020-09-01,,0,,Dallas,24139
1253,83,2020-04-15,Processing,Debit Card,4515 Second Ave,,,240.16,,Fort Worth,32962
1254,691,2022-05-14,Delivered,Debit Card,9174 First St,2022-05-15,2022-05-19,52.41,,Phoenix,49582
1255,180,2023-06-04,Processing,Google Pay,9476 Park Rd,,,573.33,,Dallas,82305
1256,314,2022-10-21,Shipped,Debit Card,1376 Second Ave,2022-10-22,,892.58,,Columbus,25650
1257,71,2022-01-20,Shipped,PayPal,3133 Oak Ave,2022-01-21,,5719.7,,Fort Worth,73464
1258,393,2021-12-05,Delivered,Credit Card,3942 Main St,2021-12-06,2021-12-07,106.12,,Philadelphia,98032
1259,882,2023-12-30,Pending,Apple Pay,1879 Park Rd,,,929.16,,San Diego,69183
1260,892,2024-03-07,Delivered,Credit Card,1823 Second Ave,2024-03-09,2024-03-11,1871.35,,Los Angeles,63752
1261,713,2024-01-13,Delivered,Apple Pay,2448 First St,2024-01-16,2024-01-21,592.91,,Los Angeles,87405
1262,184,2024-05-27,Shipped,Debit Card,3316 Second Ave,2024-05-28,,450.76,,Phoenix,26406
1263,864,2023-08-29,Processing,Apple Pay,2907 Second Ave,,,816.82,,Austin,66848
1264,19,2023-02-05,Shipped,Google Pay,1204 Main St,2023-02-06,,0,,Houston,19287
1265,26,2020-04-26,Shipped,PayPal,5238 Main St,2020-04-29,,739.81,,New York,86569
1266,527,2024-05-28,Delivered,Google Pay,1094 Park Rd,2024-05-31,2024-06-05,356.16,,Fort Worth,64519
1267,118,2023-03-02,Delivered,Debit Card,6997 Second Ave,2023-03-05,2023-03-12,6501.15,,Chicago,18330
1268,750,2022-01-27,Shipped,Google Pay,9816 Park Rd,2022-01-30,,4060.16,,Chicago,36039
1269,38,2023-04-09,Delivered,Debit Card,4165 Park Rd,2023-04-11,2023-04-12,0,,Fort Worth,24168
1270,526,2023-09-26,Delivered,Credit Card,6102 Oak Ave,2023-09-27,2023-10-04,2138.84,,New York,19289
1271,457,2023-11-29,Delivered,Debit Card,9334 Main St,2023-12-01,2023-12-06,134.16,,San Jose,47152
1272,466,2023-04-11,Shipped,Credit Card,8883 First St,2023-04-13,,183.4,,Columbus,57925
1273,35,2024-04-27,Delivered,Credit Card,258 Main St,2024-04-28,2024-05-02,362.41,,Dallas,29536
1274,347,2020-12-06,Delivered,Google Pay,6251 Oak Ave,2020-12-07,2020-12-09,655.9,,Chicago,81702
1275,568,2021-10-31,Shipped,Debit Card,6540 First St,2021-11-02,,460.33,,Chicago,69098
1276,387,2021-09-27,Delivered,Debit Card,3775 Oak Ave,2021-09-30,2021-10-06,5162.95,,Houston,12872
1277,443,2021-12-06,Delivered,Credit Card,3729 First St,2021-12-09,2021-12-16,281.44,,Fort Worth,57118
1278,336,2023-11-22,Delivered,Credit Card,9334 Oak Ave,2023-11-24,2023-11-30,23.44,,San Jose,34672
1279,200,2023-09-08,Delivered,Credit Card,536 Second Ave,2023-09-10,2023-09-11,158.49,,Fort Worth,44803
1280,965,2023-11-13,Delivered,PayPal,3256 Park Rd,2023-11-16,2023-11-19,0,,Austin,96155
1281,948,2023-06-28,Delivered,PayPal,6512 First St,2023-07-01,2023-07-06,345.51,,Philadelphia,79185
1282,922,2024-03-16,Delivered,Credit Card,9703 Main St,2024-03-18,2024-03-20,187.35,,San Antonio,34749
1283,821,2022-03-31,Delivered,Credit Card,7896 Second Ave,2022-04-01,2022-04-07,1761.92,,Fort Worth,25765
1284,13,2023-07-01,Delivered,Google Pay,7223 Oak Ave,2023-07-03,2023-07-08,85.4,,Phoenix,10425
1285,839,2023-10-23,Processing,Apple Pay,1574 Second Ave,,,365.26,,Houston,49738
1286,429,2023-03-01,Delivered,Debit Card,8435 First St,2023-03-04,2023-03-08,590.8,,Dallas,15747
1287,273,2023-10-02,Shipped,Credit Card,2958 Second Ave,2023-10-04,,276.46,,Dallas,53383
1288,561,2022-11-25,Cancelled,Debit Card,8330 Second Ave,,,856.78,,Chicago,95140
1289,164,2023-10-20,Delivered,Credit Card,7802 Main St,2023-10-22,2023-10-24,0,,San Antonio,60709
1290,871,2022-08-24,Shipped,Google Pay,1476 Park Rd,2022-08-25,,197.04,,Fort Worth,78002
1291,350,2023-03-23,Delivered,Debit Card,6011 Main St,2023-03-26,2023-04-02,311.99,,New York,21485
1292,808,2022-05-06,Delivered,PayPal,9857 Oak Ave,2022-05-07,2022-05-08,0,,Columbus,49216
1293,760,2024-01-17,Shipped,PayPal,1568 Park Rd,2024-01-19,,3601.18,,Chicago,79523
1294,20,2023-03-31,Delivered,Google Pay,9455 Second Ave,2023-04-03,2023-04-10,624.96,,Chicago,41850
1295,317,2021-06-17,Processing,PayPal,9054 Oak Ave,,,645.8,,Jacksonville,10835
1296,352,2024-04-10,Delivered,Credit Card,9014 First St,2024-04-11,2024-04-17,85.2,,Austin,58630
1297,323,2023-08-14,Processing,Credit Card,3501 First St,,,352.39,,Philadelphia,70731
1298,990,2024-01-08,Pending,Debit Card,7864 Main St,,,3861.85,,Houston,75841
1299,717,2022-04-15,Shipped,Debit Card,538 Oak Ave,2022-04-18,,3807.04,,San Diego,89244
1300,335,2022-07-22,Delivered,Apple Pay,2946 Oak Ave,2022-07-23,2022-07-29,0,,Philadelphia,87662
1301,31,2023-11-08,Delivered,Credit Card,4769 Oak Ave,2023-11-09,2023-11-15,0,,Philadelphia,81200
1302,459,2023-08-27,Delivered,Debit Card,7529 Second Ave,2023-08-28,2023-08-29,524.72,,Charlotte,19023
1303,475,2024-06-01,Processing,PayPal,1577 Second Ave,,,371.4,,Charlotte,83284
1304,815,2020-06-03,Delivered,Credit Card,4916 First St,2020-06-05,2020-06-07,0,,Phoenix,28726
1305,998,2024-03-31,Cancelled,Credit Card,7403 Main St,,,620.2,,Houston,81641
1306,512,2022-12-13,Delivered,Apple Pay,8999 First St,2022-12-16,2022-12-18,731.03,,Los Angeles,35191
1307,734,2023-01-25,Delivered,Credit Card,7233 First St,2023-01-27,2023-02-01,685.51,,Columbus,18444
1308,788,2024-05-01,Delivered,Credit Card,7247 Main St,2024-05-02,2024-05-09,0,,Jacksonville,47750
1309,614,2021-03-03,Delivered,Apple Pay,5921 Oak Ave,2021-03-06,2021-03-07,82.78,,San Antonio,65675
1310,298,2021-03-08,Delivered,Google Pay,6122 Park Rd,2021-03-10,2021-03-17,253.05,,Philadelphia,60164
1311,325,2021-03-16,Delivered,Google Pay,4996 Park Rd,2021-03-17,2021-03-22,0,,New York,14073
1312,82,2022-06-03,Processing,Credit Card,753 First St,,,352.2,,San Jose,89129
1313,939,2023-09-26,Shipped,Google Pay,2116 Oak Ave,2023-09-29,,6714.24,,Charlotte,93040
1314,779,2022-08-03,Processing,Apple Pay,3166 Oak Ave,,,197.86,,Philadelphia,20252
1315,396,2022-12-11,Shipped,Credit Card,2367 Oak Ave,2022-12-14,,7403.38,,New York,56861
1316,265,2022-11-11,Delivered,Credit Card,4873 Main St,2022-11-13,2022-11-17,2777.77,,San Diego,98208
1317,57,2023-12-30,Processing,Apple Pay,7122 Oak Ave,,,172.12,,Los Angeles,33819
1318,176,2023-12-07,Delivered,Apple Pay,8582 First St,2023-12-09,2023-12-16,616.78,,San Diego,25435
1319,562,2023-08-01,Cancelled,Credit Card,3807 Main St,,,303.55,,Houston,11967
1320,725,2022-10-14,Shipped,Debit Card,1491 Main St,2022-10-16,,3406.53,,San Jose,25003
1321,75,2021-12-10,Delivered,PayPal,2544 Second Ave,2021-12-12,2021-12-15,44.88,,Chicago,21164
1322,608,2023-04-13,Delivered,PayPal,5287 Park Rd,2023-04-15,2023-04-22,0,,Austin,99071
1323,720,2021-11-14,Delivered,Apple Pay,7631 Main St,2021-11-16,2021-11-20,269.02,,San Diego,33182
1324,217,2021-06-14,Delivered,Debit Card,5990 Oak Ave,2021-06-17,2021-06-24,785.88,,Phoenix,97528
1325,303,2023-10-15,Shipped,PayPal,297 Park Rd,2023-10-17,,0,,Dallas,27299
1326,124,2020-07-23,Delivered,Debit Card,7870 Main St,2020-07-26,2020-07-30,802.95,,Austin,21188
1327,63,2022-08-13,Shipped,Apple Pay,8389 Park Rd,2022-08-14,,70.46,,Los Angeles,65057
1328,895,2023-01-07,Delivered,PayPal,7271 Oak Ave,2023-01-08,2023-01-09,0,,Jacksonville,46587
1329,14,2021-12-09,Shipped,Debit Card,8417 Second Ave,2021-12-11,,3841.03,,Columbus,30032
1330,374,2023-04-11,Delivered,PayPal,2556 Second Ave,2023-04-14,2023-04-20,8382.45,,Houston,17441
1331,764,2022-04-29,Delivered,Google Pay,8177 Main St,2022-04-30,2022-05-06,0,,San Diego,26207
1332,622,2023-11-12,Delivered,Apple Pay,7417 Park Rd,2023-11-13,2023-11-18,6935.86,,Austin,44242
1333,625,2021-11-10,Delivered,Debit Card,7903 Second Ave,2021-11-12,2021-11-14,496.78,,Phoenix,59781
1334,943,2024-03-25,Delivered,Google Pay,2169 Second Ave,2024-03-28,2024-03-29,643.9,,Fort Worth,88855
1335,524,2023-09-29,Delivered,Debit Card,5376 Main St,2023-10-01,2023-10-03,271.44,,San Antonio,78576
1336,777,2023-08-07,Delivered,PayPal,4275 Second Ave,2023-08-08,2023-08-10,283.68,,Philadelphia,75987
1337,941,2023-03-14,Cancelled,Debit Card,1924 Main St,,,391.2,,Los Angeles,87620
1338,254,2024-05-07,Delivered,Google Pay,3837 Park Rd,2024-05-08,2024-05-11,389.9,,San Diego,59207
1339,981,2021-05-09,Shipped,Debit Card,5898 Main St,2021-05-11,,2606.58,,Phoenix,55838
1340,737,2021-03-08,Delivered,Credit Card,4651 Second Ave,2021-03-09,2021-03-10,273,,Fort Worth,94448
1341,498,2023-03-27,Delivered,Apple Pay,4222 Main St,2023-03-30,2023-04-03,665.7,,Austin,31877
1342,805,2020-04-15,Delivered,PayPal,5682 Oak Ave,2020-04-18,2020-04-21,532.02,,Dallas,13655
1343,518,2024-04-05,Delivered,Google Pay,5924 Oak Ave,2024-04-07,2024-04-13,121.8,,New York,80300
1344,370,2024-04-26,Shipped,Apple Pay,2267 Oak Ave,2024-04-28,,257.07,,San Diego,11109
1345,495,2024-02-26,Delivered,PayPal,2473 Oak Ave,2024-02-29,2024-03-07,110.19,,San Diego,54222
1346,565,2024-05-05,Delivered,Debit Card,1891 First St,2024-05-06,2024-05-09,6945.44,,Dallas,15559
1347,617,2024-02-21,Delivered,PayPal,7840 Main St,2024-02-23,2024-03-01,258.85,,Houston,93058
1348,773,2024-02-02,Delivered,Google Pay,3153 First St,2024-02-05,2024-02-10,589.79,,San Jose,65838
1349,629,2023-05-19,Cancelled,Credit Card,1213 Main St,,,0,,Columbus,22805
1350,118,2023-01-20,Shipped,Debit Card,6997 Second Ave,2023-01-22,,2355.58,,Chicago,18330
1351,451,2023-03-01,Shipped,PayPal,4414 Second Ave,2023-03-03,,258.9,,Columbus,84732
1352,251,2021-04-15,Delivered,PayPal,5252 Main St,2021-04-16,2021-04-21,0,,Chicago,86943
1353,834,2024-04-07,Delivered,Credit Card,4129 Park Rd,2024-04-09,2024-04-14,125.82,,Phoenix,37606
1354,947,2023-12-18,Delivered,Debit Card,8087 First St,2023-12-20,2023-12-25,6995.68,,Columbus,96409
1355,340,2024-02-04,Delivered,Apple Pay,7257 First St,2024-02-06,2024-02-11,1914.12,,Chicago,51586
1356,968,2023-03-25,Delivered,Credit Card,261 Main St,2023-03-27,2023-03-29,898.36,,Phoenix,39127
1357,205,2024-02-14,Pending,PayPal,4976 Park Rd,,,1034.83,,Houston,37168
1358,898,2021-01-14,Shipped,Google Pay,9900 Main St,2021-01-17,,545.3,,New York,59465
1359,236,2022-03-04,Shipped,Credit Card,3220 Main St,2022-03-06,,66.08,,Jacksonville,59436
1360,306,2023-09-02,Processing,PayPal,5177 Main St,,,592.39,,Los Angeles,36633
1361,311,2023-11-21,Delivered,Debit Card,9387 Oak Ave,2023-11-22,2023-11-24,0,,Columbus,30618
1362,635,2023-10-13,Delivered,PayPal,1840 First St,2023-10-15,2023-10-22,289.86,,Houston,23538
1363,680,2022-10-07,Shipped,Apple Pay,4366 Park Rd,2022-10-08,,5381.09,,San Diego,36890
1364,820,2023-08-28,Delivered,Apple Pay,2128 Second Ave,2023-08-31,2023-09-07,197.49,,Dallas,35221
1365,591,2022-06-21,Processing,Credit Card,8679 Park Rd,,,538.46,,Jacksonville,28781
1366,504,2023-01-07,Delivered,Credit Card,272 Main St,2023-01-10,2023-01-16,1557.15,,Phoenix,27865
1367,157,2023-11-04,Delivered,Debit Card,8510 Oak Ave,2023-11-06,2023-11-08,1208.35,,San Diego,22021
1368,173,2023-11-20,Processing,Google Pay,2439 Second Ave,,,0,,New York,67432
1369,610,2023-10-28,Processing,Google Pay,4723 Main St,,,131.3,,Los Angeles,66585
1370,471,2023-11-02,Delivered,PayPal,6396 First St,2023-11-03,2023-11-06,135.43,,Jacksonville,96006
1371,491,2024-03-21,Delivered,Apple Pay,4211 Second Ave,2024-03-23,2024-03-28,1050.33,,Phoenix,16253
1372,688,2023-03-18,Shipped,Apple Pay,7378 First St,2023-03-21,,1060.45,,Houston,47831
1373,814,2023-04-10,Processing,Debit Card,2080 Park Rd,,,722.18,,Los Angeles,47957
1374,622,2021-11-26,Delivered,Google Pay,7417 Park Rd,2021-11-29,2021-11-30,342.7,,Austin,44242
1375,203,2024-01-23,Delivered,Debit Card,1120 Oak Ave,2024-01-26,2024-02-02,186.85,,Columbus,37176
1376,691,2021-06-26,Delivered,Debit Card,9174 First St,2021-06-28,2021-07-02,238.83,,Phoenix,49582
1377,525,2023-10-17,Delivered,Apple Pay,8052 Oak Ave,2023-10-20,2023-10-23,838.9,,Los Angeles,14170
1378,612,2021-02-13,Shipped,Credit Card,2156 Oak Ave,2021-02-14,,0,,Columbus,19403
1379,254,2023-06-29,Delivered,Credit Card,3837 Park Rd,2023-07-02,2023-07-09,0,,San Diego,59207
1380,713,2024-05-21,Delivered,Debit Card,2448 First St,2024-05-23,2024-05-30,6719.97,,Los Angeles,87405
1381,902,2023-06-01,Delivered,PayPal,5281 Main St,2023-06-02,2023-06-03,7739.72,,San Antonio,37887
1382,13,2023-06-17,Delivered,Credit Card,7223 Oak Ave,2023-06-20,2023-06-21,768.59,,Phoenix,10425
1383,157,2022-07-10,Delivered,Debit Card,8510 Oak Ave,2022-07-12,2022-07-19,180.12,,San Diego,22021
1384,271,2022-11-30,Processing,Debit Card,5210 Park Rd,,,299.44,,Philadelphia,37114
1385,910,2022-09-13,Delivered,Apple Pay,6350 Second Ave,2022-09-14,2022-09-15,68.71,,San Jose,34057
1386,648,2022-05-28,Delivered,Credit Card,4587 Oak Ave,2022-05-29,2022-06-03,180.99,,Los Angeles,32026
1387,671,2024-02-19,Delivered,Credit Card,3793 Park Rd,2024-02-21,2024-02-26,169.45,,Fort Worth,45043
1388,378,2023-03-31,Cancelled,Credit Card,5131 First St,,,675.22,,Houston,58717
1389,128,2022-02-15,Processing,Apple Pay,4481 Main St,,,0,,San Jose,45818
1390,792,2024-03-26,Delivered,Google Pay,4373 Park Rd,2024-03-29,2024-03-31,257.52,,Charlotte,30788
1391,997,2022-09-06,Shipped,Credit Card,9673 First St,2022-09-09,,160.52,,Houston,23941
1392,671,2023-08-31,Delivered,Apple Pay,3793 Park Rd,2023-09-03,2023-09-09,34.33,,Fort Worth,45043
1393,740,2024-05-17,Shipped,PayPal,5234 Park Rd,2024-05-18,,132.16,,Fort Worth,61111
1394,899,2023-07-14,Delivered,Debit Card,7008 Main St,2023-07-17,2023-07-23,191.83,,New York,54186
1395,627,2023-12-27,Processing,Debit Card,7174 Second Ave,,,163.63,,Columbus,45728
1396,835,2023-08-23,Delivered,Google Pay,7907 Main St,2023-08-25,2023-08-27,56.14,,San Jose,98172
1397,246,2023-05-08,Delivered,Debit Card,4797 Main St,2023-05-11,2023-05-16,4537.71,,Dallas,98346
1398,58,2022-05-15,Shipped,Debit Card,6311 Park Rd,2022-05-17,,40.45,,Philadelphia,43065
1399,925,2023-05-30,Shipped,Apple Pay,6929 Park Rd,2023-05-31,,766.9,,Dallas,32365
1400,750,2023-12-23,Processing,PayPal,9816 Park Rd,,,160.7,,Chicago,36039
1401,94,2022-04-06,Delivered,Google Pay,7849 First St,2022-04-07,2022-04-08,584.07,,Philadelphia,96991
1402,43,2022-12-22,Pending,Debit Card,5243 Main St,,,0,,San Jose,76469
1403,98,2023-02-11,Delivered,Google Pay,1746 First St,2023-02-12,2023-02-19,0,,Los Angeles,49251
1404,742,2024-05-24,Shipped,Apple Pay,7043 First St,2024-05-25,,356.17,,Dallas,42289
1405,965,2023-03-20,Processing,Apple Pay,3256 Park Rd,,,12.82,,Austin,96155
1406,462,2020-12-10,Shipped,PayPal,6992 Park Rd,2020-12-11,,0,,Dallas,79444
1407,565,2024-05-15,Delivered,Google Pay,1891 First St,2024-05-18,2024-05-20,2298.21,,Dallas,15559
1408,999,2024-03-31,Delivered,Credit Card,2194 Oak Ave,2024-04-01,2024-04-07,461.94,,New York,82154
1409,445,2022-11-14,Delivered,PayPal,1352 Main St,2022-11-17,2022-11-21,57.14,,Jacksonville,76476
1410,173,2024-03-05,Delivered,Debit Card,2439 Second Ave,2024-03-07,2024-03-11,298.16,,New York,67432
1411,207,2022-04-06,Delivered,Debit Card,789 Park Rd,2022-04-08,2022-04-10,0,,Phoenix,55398
1412,455,2023-12-04,Cancelled,Debit Card,9779 Oak Ave,,,35.23,,Houston,63857
1413,48,2024-03-06,Cancelled,Debit Card,6391 First St,,,662.75,,Jacksonville,41979
1414,628,2021-12-31,Delivered,Credit Card,4061 Second Ave,2022-01-03,2022-01-04,4103.91,,San Diego,78151
1415,736,2024-02-25,Shipped,PayPal,8052 Second Ave,2024-02-26,,317.13,,San Diego,65314
1416,197,2023-05-12,Cancelled,Google Pay,759 Main St,,,125.7,,Dallas,27961
1417,794,2021-09-17,Delivered,Debit Card,9226 Park Rd,2021-09-20,2021-09-26,6765.85,,Fort Worth,77552
1418,106,2022-02-16,Delivered,Credit Card,6907 Oak Ave,2022-02-18,2022-02-22,3265.99,,Philadelphia,27322
1419,69,2023-09-18,Shipped,PayPal,9628 Park Rd,2023-09-21,,0,,Phoenix,82544
1420,350,2022-12-28,Delivered,Debit Card,6011 Main St,2022-12-29,2023-01-02,451.33,,New York,21485
1421,582,2024-05-05,Delivered,Debit Card,2032 Oak Ave,2024-05-07,2024-05-14,0,,Austin,64346
1422,900,2022-07-09,Delivered,Credit Card,2836 Main St,2022-07-10,2022-07-15,511.32,,Jacksonville,77174
1423,487,2022-11-08,Delivered,Credit Card,9087 Park Rd,2022-11-10,2022-11-13,105.69,,Chicago,45311
1424,320,2021-09-29,Pending,PayPal,2287 First St,,,1270.52,,Dallas,87580
1425,311,2022-09-15,Delivered,Credit Card,9387 Oak Ave,2022-09-17,2022-09-24,423.33,,Columbus,30618
1426,323,2023-07-24,Delivered,Credit Card,3501 First St,2023-07-25,2023-07-26,1094.55,,Philadelphia,70731
1427,647,2023-05-15,Delivered,Credit Card,2079 Second Ave,2023-05-16,2023-05-20,421.62,,Philadelphia,28000
1428,261,2023-02-18,Delivered,Debit Card,1852 Oak Ave,2023-02-21,2023-02-25,0,,San Diego,10887
1429,475,2024-04-01,Delivered,PayPal,1577 Second Ave,2024-04-03,2024-04-04,647.55,,Charlotte,83284
1430,678,2024-05-12,Shipped,Credit Card,6193 Park Rd,2024-05-14,,61.32,,San Diego,29443
1431,540,2023-07-07,Delivered,Debit Card,927 First St,2023-07-10,2023-07-11,2614.62,,Chicago,88005
1432,259,2024-04-16,Delivered,Apple Pay,6337 Oak Ave,2024-04-18,2024-04-19,1379.64,,Chicago,45247
1433,630,2024-03-04,Shipped,Google Pay,3263 Main St,2024-03-05,,2653.44,,Phoenix,91185
1434,502,2023-07-10,Delivered,Google Pay,9780 Second Ave,2023-07-12,2023-07-13,218.04,,Chicago,92712
1435,50,2024-05-12,Processing,Apple Pay,9855 Park Rd,,,1924.54,,Dallas,90301
1436,637,2023-05-06,Cancelled,Google Pay,6511 Second Ave,,,0,,Charlotte,77552
1437,666,2021-12-08,Delivered,Debit Card,9445 Second Ave,2021-12-10,2021-12-13,193.39,,Columbus,69616
1438,905,2022-01-18,Delivered,Debit Card,7999 Main St,2022-01-19,2022-01-26,629.48,,Columbus,12313
1439,5,2021-03-07,Shipped,Debit Card,6025 Second Ave,2021-03-09,,419.64,,Columbus,19116
1440,989,2021-02-17,Processing,Apple Pay,2598 Second Ave,,,511.55,,Houston,42698
1441,264,2021-08-29,Processing,Credit Card,1965 Second Ave,,,0,,Philadelphia,87624
1442,731,2021-12-17,Delivered,Debit Card,8946 Park Rd,2021-12-18,2021-12-23,541.15,,Austin,64304
1443,486,2024-04-22,Delivered,Apple Pay,237 Main St,2024-04-25,2024-04-29,0,,Philadelphia,37623
1444,812,2023-10-17,Delivered,Credit Card,6930 Oak Ave,2023-10-19,2023-10-23,2619.69,,Jacksonville,76294
1445,172,2024-05-18,Cancelled,Apple Pay,7226 Park Rd,,,0,,San Jose,17518
1446,720,2021-05-24,Processing,Apple Pay,7631 Main St,,,3537.55,,San Diego,33182
1447,696,2024-04-09,Delivered,Google Pay,4878 Second Ave,2024-04-10,2024-04-11,390.68,,Phoenix,20069
1448,35,2021-06-18,Processing,Apple Pay,258 Main St,,,306.35,,Dallas,29536
1449,234,2023-07-31,Delivered,Google Pay,4048 Oak Ave,2023-08-02,2023-08-05,1339.15,,San Diego,28920
1450,639,2023-07-16,Delivered,Google Pay,1004 Main St,2023-07-18,2023-07-24,171.46,,San Antonio,80074
1451,641,2023-06-03,Delivered,Google Pay,1490 First St,2023-06-06,2023-06-08,560.62,,San Diego,28342
1452,763,2022-08-25,Shipped,Credit Card,7804 Park Rd,2022-08-28,,0,,New York,71228
1453,971,2023-08-03,Delivered,Debit Card,2190 Park Rd,2023-08-05,2023-08-08,440.25,,San Jose,77314
1454,682,2022-12-07,Cancelled,Google Pay,170 Second Ave,,,817.38,,Chicago,53421
1455,666,2023-09-16,Delivered,Debit Card,9445 Second Ave,2023-09-17,2023-09-18,174.74,,Columbus,69616
1456,539,2020-06-27,Shipped,Credit Card,5093 Second Ave,2020-06-30,,234.85,,New York,51853
1457,903,2023-04-17,Delivered,Apple Pay,1203 Oak Ave,2023-04-19,2023-04-23,127.54,,New York,49522
1458,224,2021-11-12,Cancelled,Google Pay,1144 Second Ave,,,0,,Jacksonville,19046
