order_id,customer_id,order_date,status,payment_method,shipping_address,shipping_city,shipping_state,shipping_zip,shipping_date,delivery_date,total_amount
1192,553,2023-02-08,Delivered,Google Pay,2672 Main St,Jacksonville,FL,99694,2023-02-09,2023-02-14,340.13
1193,761,2022-10-22,Cancelled,Debit Card,4703 Park Rd,San Diego,CA,47083,,,2188.12
1194,684,2022-12-24,Delivered,Credit Card,6680 Second Ave,New York,NY,68454,2022-12-25,2022-12-27,1823.4399999999998
1195,190,2020-12-27,Shipped,Debit Card,7466 Oak Ave,Phoenix,AZ,22689,2020-12-28,,613.01
1196,499,2023-12-05,Delivered,Apple Pay,531 First St,New York,NY,20911,2023-12-08,2023-12-13,140.8
1197,828,2022-10-03,Delivered,PayPal,3929 Main St,Austin,TX,82623,2022-10-04,2022-10-08,635.2
1198,904,2022-06-02,Cancelled,PayPal,1652 Second Ave,Phoenix,AZ,92689,,,738.6800000000001
1199,507,2024-02-16,Shipped,PayPal,7017 Oak Ave,Los Angeles,CA,90375,2024-02-17,,7339.4400000000005
1200,516,2022-03-19,Delivered,PayPal,2060 First St,San Jose,CA,11170,2022-03-20,2022-03-24,31.71
1201,977,2023-04-19,Delivered,Apple Pay,8752 Second Ave,Houston,TX,89609,2023-04-22,2023-04-26,121.8
1202,527,2023-05-27,Delivered,PayPal,1094 Park Rd,Fort Worth,TX,64519,2023-05-28,2023-06-03,1986.24
1203,605,2023-06-09,Delivered,Google Pay,9802 Second Ave,Los Angeles,CA,52647,2023-06-12,2023-06-14,6512.87
1204,597,2023-01-01,Cancelled,PayPal,926 Main St,Charlotte,NC,17051,,,0.0
1205,580,2023-09-25,Delivered,PayPal,4805 First St,San Diego,CA,51482,2023-09-28,2023-10-05,1160.31
1206,149,2022-11-16,Delivered,PayPal,9849 Main St,Chicago,IL,83259,2022-11-19,2022-11-20,226.44
1207,250,2023-08-09,Processing,Apple Pay,3563 Second Ave,Houston,TX,45532,,,0.0
1208,206,2023-12-27,Delivered,Apple Pay,2096 Second Ave,Phoenix,AZ,81197,2023-12-29,2024-01-01,2222.89
1209,869,2023-12-27,Delivered,Apple Pay,4496 Second Ave,San Diego,CA,93637,2023-12-28,2023-12-31,788.46
1210,952,2022-11-18,Shipped,Credit Card,5645 Second Ave,Austin,TX,29473,2022-11-19,,469.56
1211,822,2023-10-22,Pending,PayPal,9595 First St,Columbus,OH,79932,,,344.26
1212,498,2023-01-01,Processing,Apple Pay,4222 Main St,Austin,TX,31877,,,771.72
1213,225,2023-11-29,Delivered,Google Pay,6987 Park Rd,Fort Worth,TX,68790,2023-12-02,2023-12-03,3708.1400000000003
1214,262,2023-10-18,Delivered,Credit Card,5584 First St,San Diego,CA,87908,2023-10-19,2023-10-20,1413.3
1215,321,2024-04-03,Delivered,Google Pay,5261 First St,Phoenix,AZ,52762,2024-04-05,2024-04-06,1870.2399999999998
1216,534,2021-04-24,Processing,PayPal,5020 Oak Ave,New York,NY,51275,,,948.74
1217,506,2023-09-13,Delivered,Debit Card,6845 Second Ave,Houston,TX,61740,2023-09-14,2023-09-20,606.74
1218,460,2021-10-13,Delivered,Google Pay,8363 First St,Dallas,TX,89365,2021-10-15,2021-10-21,579.54
1219,907,2022-11-07,Delivered,PayPal,1400 Main St,San Jose,CA,59089,2022-11-09,2022-11-16,0.0
1220,940,2024-02-06,Delivered,Credit Card,5723 First St,Austin,TX,95710,2024-02-09,2024-02-11,212.44
1221,744,2021-10-16,Delivered,PayPal,2099 Second Ave,Charlotte,NC,67986,2021-10-17,2021-10-21,347.71
1222,42,2024-05-30,Delivered,Credit Card,827 First St,Phoenix,AZ,78146,2024-06-02,2024-06-05,795.82
1223,916,2023-03-03,Shipped,Credit Card,4740 First St,San Diego,CA,89432,2023-03-05,,100.84
1224,420,2023-12-11,Delivered,Debit Card,8470 Park Rd,Houston,TX,97096,2023-12-13,2023-12-15,1820.37
1225,504,2023-11-28,Cancelled,Google Pay,272 Main St,Phoenix,AZ,27865,,,420.34000000000003
1226,227,2023-04-29,Delivered,Credit Card,472 Park Rd,Fort Worth,TX,98276,2023-05-02,2023-05-05,18.12
1227,38,2023-05-09,Shipped,Credit Card,4165 Park Rd,Fort Worth,TX,24168,2023-05-11,,2765.6099999999997
1228,328,2022-09-22,Delivered,Google Pay,5532 Main St,Los Angeles,CA,70423,2022-09-23,2022-09-27,433.06000000000006
1229,305,2023-11-15,Pending,PayPal,4793 Second Ave,Dallas,TX,65518,,,1987.0500000000002
1230,754,2023-10-19,Delivered,Credit Card,4461 Park Rd,Columbus,OH,60079,2023-10-20,2023-10-26,0.0
1231,940,2022-04-11,Pending,Apple Pay,5723 First St,Austin,TX,95710,,,450.35
1232,622,2022-08-07,Cancelled,Google Pay,7417 Park Rd,Austin,TX,44242,,,653.9100000000001
1233,559,2022-01-24,Cancelled,Credit Card,7358 Park Rd,Phoenix,AZ,34632,,,5699.08
1234,564,2022-10-13,Delivered,Credit Card,6332 Park Rd,San Jose,CA,90151,2022-10-16,2022-10-17,885.66
1235,514,2022-06-12,Delivered,Apple Pay,5213 Park Rd,Austin,TX,92465,2022-06-13,2022-06-15,26.57
1236,244,2021-06-25,Delivered,PayPal,2574 Main St,Los Angeles,CA,76287,2021-06-28,2021-07-05,732.88
1237,992,2022-06-19,Processing,PayPal,934 First St,Columbus,OH,78809,,,187.25
1238,704,2023-10-04,Delivered,PayPal,2048 Park Rd,San Diego,CA,18683,2023-10-05,2023-10-07,0.0
1239,643,2024-01-01,Delivered,PayPal,5633 Main St,New York,NY,25491,2024-01-02,2024-01-07,40.82
1240,306,2023-11-03,Delivered,Google Pay,5177 Main St,Los Angeles,CA,36633,2023-11-04,2023-11-07,0.0
1241,299,2024-01-01,Processing,PayPal,5853 Oak Ave,San Diego,CA,29840,,,76.2
1242,16,2024-01-28,Processing,Credit Card,8062 Main St,Los Angeles,CA,26483,,,12324.77
1243,19,2022-12-30,Cancelled,Google Pay,1204 Main St,Houston,TX,19287,,,1352.61
1244,664,2024-05-25,Pending,Credit Card,1705 First St,San Diego,CA,41524,,,9171.44
1245,929,2024-01-04,Delivered,Credit Card,4459 Main St,New York,NY,86342,2024-01-07,2024-01-08,236.3
1246,235,2023-08-08,Delivered,Credit Card,6463 Oak Ave,Chicago,IL,36651,2023-08-10,2023-08-13,209.76
1247,15,2024-01-04,Delivered,PayPal,5410 First St,San Jose,CA,24662,2024-01-06,2024-01-11,365.08000000000004
1248,360,2021-09-01,Delivered,Debit Card,7850 Main St,San Jose,CA,46099,2021-09-02,2021-09-08,0.0
1249,968,2023-09-18,Delivered,PayPal,261 Main St,Phoenix,AZ,39127,2023-09-20,2023-09-25,1728.36
1250,229,2023-08-25,Pending,Apple Pay,1202 Main St,Houston,TX,14400,,,217.5
1251,962,2023-07-20,Delivered,PayPal,701 Oak Ave,Houston,TX,49283,2023-07-21,2023-07-24,8122.9
1252,987,2020-08-29,Shipped,PayPal,6470 Oak Ave,Dallas,TX,24139,2020-09-01,,0.0
1253,83,2020-04-15,Processing,Debit Card,4515 Second Ave,Fort Worth,TX,32962,,,240.16
1254,691,2022-05-14,Delivered,Debit Card,9174 First St,Phoenix,AZ,49582,2022-05-15,2022-05-19,52.41
1255,180,2023-06-04,Processing,Google Pay,9476 Park Rd,Dallas,TX,82305,,,573.33
1256,314,2022-10-21,Shipped,Debit Card,1376 Second Ave,Columbus,OH,25650,2022-10-22,,892.5799999999999
1257,71,2022-01-20,Shipped,PayPal,3133 Oak Ave,Fort Worth,TX,73464,2022-01-21,,5719.7
1258,393,2021-12-05,Delivered,Credit Card,3942 Main St,Philadelphia,PA,98032,2021-12-06,2021-12-07,106.12
1259,882,2023-12-30,Pending,Apple Pay,1879 Park Rd,San Diego,CA,69183,,,929.1600000000001
1260,892,2024-03-07,Delivered,Credit Card,1823 Second Ave,Los Angeles,CA,63752,2024-03-09,2024-03-11,1871.35
1261,713,2024-01-13,Delivered,Apple Pay,2448 First St,Los Angeles,CA,87405,2024-01-16,2024-01-21,592.9100000000001
1262,184,2024-05-27,Shipped,Debit Card,3316 Second Ave,Phoenix,AZ,26406,2024-05-28,,450.76
1263,864,2023-08-29,Processing,Apple Pay,2907 Second Ave,Austin,TX,66848,,,816.8199999999999
1264,19,2023-02-05,Shipped,Google Pay,1204 Main St,Houston,TX,19287,2023-02-06,,0.0
1265,26,2020-04-26,Shipped,PayPal,5238 Main St,New York,NY,86569,2020-04-29,,739.81
1266,527,2024-05-28,Delivered,Google Pay,1094 Park Rd,Fort Worth,TX,64519,2024-05-31,2024-06-05,356.16
1267,118,2023-03-02,Delivered,Debit Card,6997 Second Ave,Chicago,IL,18330,2023-03-05,2023-03-12,6501.15
1268,750,2022-01-27,Shipped,Google Pay,9816 Park Rd,Chicago,IL,36039,2022-01-30,,4060.16
1269,38,2023-04-09,Delivered,Debit Card,4165 Park Rd,Fort Worth,TX,24168,2023-04-11,2023-04-12,0.0
1270,526,2023-09-26,Delivered,Credit Card,6102 Oak Ave,New York,NY,19289,2023-09-27,2023-10-04,2138.8399999999997
1271,457,2023-11-29,Delivered,Debit Card,9334 Main St,San Jose,CA,47152,2023-12-01,2023-12-06,134.16
1272,466,2023-04-11,Shipped,Credit Card,8883 First St,Columbus,OH,57925,2023-04-13,,183.4
1273,35,2024-04-27,Delivered,Credit Card,258 Main St,Dallas,TX,29536,2024-04-28,2024-05-02,362.40999999999997
1274,347,2020-12-06,Delivered,Google Pay,6251 Oak Ave,Chicago,IL,81702,2020-12-07,2020-12-09,655.9
1275,568,2021-10-31,Shipped,Debit Card,6540 First St,Chicago,IL,69098,2021-11-02,,460.33000000000004
1276,387,2021-09-27,Delivered,Debit Card,3775 Oak Ave,Houston,TX,12872,2021-09-30,2021-10-06,5162.950000000001
1277,443,2021-12-06,Delivered,Credit Card,3729 First St,Fort Worth,TX,57118,2021-12-09,2021-12-16,281.44
1278,336,2023-11-22,Delivered,Credit Card,9334 Oak Ave,San Jose,CA,34672,2023-11-24,2023-11-30,23.44
1279,200,2023-09-08,Delivered,Credit Card,536 Second Ave,Fort Worth,TX,44803,2023-09-10,2023-09-11,158.49
1280,965,2023-11-13,Delivered,PayPal,3256 Park Rd,Austin,TX,96155,2023-11-16,2023-11-19,0.0
1281,948,2023-06-28,Delivered,PayPal,6512 First St,Philadelphia,PA,79185,2023-07-01,2023-07-06,345.51
1282,922,2024-03-16,Delivered,Credit Card,9703 Main St,San Antonio,TX,34749,2024-03-18,2024-03-20,187.35
1283,821,2022-03-31,Delivered,Credit Card,7896 Second Ave,Fort Worth,TX,25765,2022-04-01,2022-04-07,1761.92
1284,13,2023-07-01,Delivered,Google Pay,7223 Oak Ave,Phoenix,AZ,10425,2023-07-03,2023-07-08,85.4
1285,839,2023-10-23,Processing,Apple Pay,1574 Second Ave,Houston,TX,49738,,,365.26
1286,429,2023-03-01,Delivered,Debit Card,8435 First St,Dallas,TX,15747,2023-03-04,2023-03-08,590.8000000000001
1287,273,2023-10-02,Shipped,Credit Card,2958 Second Ave,Dallas,TX,53383,2023-10-04,,276.46
1288,561,2022-11-25,Cancelled,Debit Card,8330 Second Ave,Chicago,IL,95140,,,856.78
1289,164,2023-10-20,Delivered,Credit Card,7802 Main St,San Antonio,TX,60709,2023-10-22,2023-10-24,0.0
1290,871,2022-08-24,Shipped,Google Pay,1476 Park Rd,Fort Worth,TX,78002,2022-08-25,,197.04
1291,350,2023-03-23,Delivered,Debit Card,6011 Main St,New York,NY,21485,2023-03-26,2023-04-02,311.99
1292,808,2022-05-06,Delivered,PayPal,9857 Oak Ave,Columbus,OH,49216,2022-05-07,2022-05-08,0.0
1293,760,2024-01-17,Shipped,PayPal,1568 Park Rd,Chicago,IL,79523,2024-01-19,,3601.18
1294,20,2023-03-31,Delivered,Google Pay,9455 Second Ave,Chicago,IL,41850,2023-04-03,2023-04-10,624.96
1295,317,2021-06-17,Processing,PayPal,9054 Oak Ave,Jacksonville,FL,10835,,,645.8
1296,352,2024-04-10,Delivered,Credit Card,9014 First St,Austin,TX,58630,2024-04-11,2024-04-17,85.2
1297,323,2023-08-14,Processing,Credit Card,3501 First St,Philadelphia,PA,70731,,,352.39
1298,990,2024-01-08,Pending,Debit Card,7864 Main St,Houston,TX,75841,,,3861.85
1299,717,2022-04-15,Shipped,Debit Card,538 Oak Ave,San Diego,CA,89244,2022-04-18,,3807.04
1300,335,2022-07-22,Delivered,Apple Pay,2946 Oak Ave,Philadelphia,PA,87662,2022-07-23,2022-07-29,0.0
1301,31,2023-11-08,Delivered,Credit Card,4769 Oak Ave,Philadelphia,PA,81200,2023-11-09,2023-11-15,0.0
1302,459,2023-08-27,Delivered,Debit Card,7529 Second Ave,Charlotte,NC,19023,2023-08-28,2023-08-29,524.72
1303,475,2024-06-01,Processing,PayPal,1577 Second Ave,Charlotte,NC,83284,,,371.4
1304,815,2020-06-03,Delivered,Credit Card,4916 First St,Phoenix,AZ,28726,2020-06-05,2020-06-07,0.0
1305,998,2024-03-31,Cancelled,Credit Card,7403 Main St,Houston,TX,81641,,,620.2
1306,512,2022-12-13,Delivered,Apple Pay,8999 First St,Los Angeles,CA,35191,2022-12-16,2022-12-18,731.0300000000001
1307,734,2023-01-25,Delivered,Credit Card,7233 First St,Columbus,OH,18444,2023-01-27,2023-02-01,685.51
1308,788,2024-05-01,Delivered,Credit Card,7247 Main St,Jacksonville,FL,47750,2024-05-02,2024-05-09,0.0
1309,614,2021-03-03,Delivered,Apple Pay,5921 Oak Ave,San Antonio,TX,65675,2021-03-06,2021-03-07,82.78
1310,298,2021-03-08,Delivered,Google Pay,6122 Park Rd,Philadelphia,PA,60164,2021-03-10,2021-03-17,253.05
1311,325,2021-03-16,Delivered,Google Pay,4996 Park Rd,New York,NY,14073,2021-03-17,2021-03-22,0.0
1312,82,2022-06-03,Processing,Credit Card,753 First St,San Jose,CA,89129,,,352.2
1313,939,2023-09-26,Shipped,Google Pay,2116 Oak Ave,Charlotte,NC,93040,2023-09-29,,6714.240000000001
1314,779,2022-08-03,Processing,Apple Pay,3166 Oak Ave,Philadelphia,PA,20252,,,197.86
1315,396,2022-12-11,Shipped,Credit Card,2367 Oak Ave,New York,NY,56861,2022-12-14,,7403.379999999999
1316,265,2022-11-11,Delivered,Credit Card,4873 Main St,San Diego,CA,98208,2022-11-13,2022-11-17,2777.77
1317,57,2023-12-30,Processing,Apple Pay,7122 Oak Ave,Los Angeles,CA,33819,,,172.12
1318,176,2023-12-07,Delivered,Apple Pay,8582 First St,San Diego,CA,25435,2023-12-09,2023-12-16,616.78
1319,562,2023-08-01,Cancelled,Credit Card,3807 Main St,Houston,TX,11967,,,303.55
1320,725,2022-10-14,Shipped,Debit Card,1491 Main St,San Jose,CA,25003,2022-10-16,,3406.5299999999997
1321,75,2021-12-10,Delivered,PayPal,2544 Second Ave,Chicago,IL,21164,2021-12-12,2021-12-15,44.88
1322,608,2023-04-13,Delivered,PayPal,5287 Park Rd,Austin,TX,99071,2023-04-15,2023-04-22,0.0
1323,720,2021-11-14,Delivered,Apple Pay,7631 Main St,San Diego,CA,33182,2021-11-16,2021-11-20,269.02
1324,217,2021-06-14,Delivered,Debit Card,5990 Oak Ave,Phoenix,AZ,97528,2021-06-17,2021-06-24,785.88
1325,303,2023-10-15,Shipped,PayPal,297 Park Rd,Dallas,TX,27299,2023-10-17,,0.0
1326,124,2020-07-23,Delivered,Debit Card,7870 Main St,Austin,TX,21188,2020-07-26,2020-07-30,802.95
1327,63,2022-08-13,Shipped,Apple Pay,8389 Park Rd,Los Angeles,CA,65057,2022-08-14,,70.46
1328,895,2023-01-07,Delivered,PayPal,7271 Oak Ave,Jacksonville,FL,46587,2023-01-08,2023-01-09,0.0
1329,14,2021-12-09,Shipped,Debit Card,8417 Second Ave,Columbus,OH,30032,2021-12-11,,3841.0299999999997
1330,374,2023-04-11,Delivered,PayPal,2556 Second Ave,Houston,TX,17441,2023-04-14,2023-04-20,8382.45
1331,764,2022-04-29,Delivered,Google Pay,8177 Main St,San Diego,CA,26207,2022-04-30,2022-05-06,0.0
1332,622,2023-11-12,Delivered,Apple Pay,7417 Park Rd,Austin,TX,44242,2023-11-13,2023-11-18,6935.86
1333,625,2021-11-10,Delivered,Debit Card,7903 Second Ave,Phoenix,AZ,59781,2021-11-12,2021-11-14,496.78
1334,943,2024-03-25,Delivered,Google Pay,2169 Second Ave,Fort Worth,TX,88855,2024-03-28,2024-03-29,643.9
1335,524,2023-09-29,Delivered,Debit Card,5376 Main St,San Antonio,TX,78576,2023-10-01,2023-10-03,271.44
1336,777,2023-08-07,Delivered,PayPal,4275 Second Ave,Philadelphia,PA,75987,2023-08-08,2023-08-10,283.68
1337,941,2023-03-14,Cancelled,Debit Card,1924 Main St,Los Angeles,CA,87620,,,391.2
1338,254,2024-05-07,Delivered,Google Pay,3837 Park Rd,San Diego,CA,59207,2024-05-08,2024-05-11,389.9
1339,981,2021-05-09,Shipped,Debit Card,5898 Main St,Phoenix,AZ,55838,2021-05-11,,2606.58
1340,737,2021-03-08,Delivered,Credit Card,4651 Second Ave,Fort Worth,TX,94448,2021-03-09,2021-03-10,273.0
1341,498,2023-03-27,Delivered,Apple Pay,4222 Main St,Austin,TX,31877,2023-03-30,2023-04-03,665.7
1342,805,2020-04-15,Delivered,PayPal,5682 Oak Ave,Dallas,TX,13655,2020-04-18,2020-04-21,532.02
1343,518,2024-04-05,Delivered,Google Pay,5924 Oak Ave,New York,NY,80300,2024-04-07,2024-04-13,121.8
1344,370,2024-04-26,Shipped,Apple Pay,2267 Oak Ave,San Diego,CA,11109,2024-04-28,,257.07
1345,495,2024-02-26,Delivered,PayPal,2473 Oak Ave,San Diego,CA,54222,2024-02-29,2024-03-07,110.19
1346,565,2024-05-05,Delivered,Debit Card,1891 First St,Dallas,TX,15559,2024-05-06,2024-05-09,6945.4400000000005
1347,617,2024-02-21,Delivered,PayPal,7840 Main St,Houston,TX,93058,2024-02-23,2024-03-01,258.85
1348,773,2024-02-02,Delivered,Google Pay,3153 First St,San Jose,CA,65838,2024-02-05,2024-02-10,589.79
1349,629,2023-05-19,Cancelled,Credit Card,1213 Main St,Columbus,OH,22805,,,0.0
1350,118,2023-01-20,Shipped,Debit Card,6997 Second Ave,Chicago,IL,18330,2023-01-22,,2355.58
1351,451,2023-03-01,Shipped,PayPal,4414 Second Ave,Columbus,OH,84732,2023-03-03,,258.9
1352,251,2021-04-15,Delivered,PayPal,5252 Main St,Chicago,IL,86943,2021-04-16,2021-04-21,0.0
1353,834,2024-04-07,Delivered,Credit Card,4129 Park Rd,Phoenix,AZ,37606,2024-04-09,2024-04-14,125.82
1354,947,2023-12-18,Delivered,Debit Card,8087 First St,Columbus,OH,96409,2023-12-20,2023-12-25,6995.68
1355,340,2024-02-04,Delivered,Apple Pay,7257 First St,Chicago,IL,51586,2024-02-06,2024-02-11,1914.12
1356,968,2023-03-25,Delivered,Credit Card,261 Main St,Phoenix,AZ,39127,2023-03-27,2023-03-29,898.36
1357,205,2024-02-14,Pending,PayPal,4976 Park Rd,Houston,TX,37168,,,1034.83
1358,898,2021-01-14,Shipped,Google Pay,9900 Main St,New York,NY,59465,2021-01-17,,545.3
1359,236,2022-03-04,Shipped,Credit Card,3220 Main St,Jacksonville,FL,59436,2022-03-06,,66.08
1360,306,2023-09-02,Processing,PayPal,5177 Main St,Los Angeles,CA,36633,,,592.39
1361,311,2023-11-21,Delivered,Debit Card,9387 Oak Ave,Columbus,OH,30618,2023-11-22,2023-11-24,0.0
1362,635,2023-10-13,Delivered,PayPal,1840 First St,Houston,TX,23538,2023-10-15,2023-10-22,289.86
1363,680,2022-10-07,Shipped,Apple Pay,4366 Park Rd,San Diego,CA,36890,2022-10-08,,5381.09
1364,820,2023-08-28,Delivered,Apple Pay,2128 Second Ave,Dallas,TX,35221,2023-08-31,2023-09-07,197.49
1365,591,2022-06-21,Processing,Credit Card,8679 Park Rd,Jacksonville,FL,28781,,,538.46
1366,504,2023-01-07,Delivered,Credit Card,272 Main St,Phoenix,AZ,27865,2023-01-10,2023-01-16,1557.1499999999999
1367,157,2023-11-04,Delivered,Debit Card,8510 Oak Ave,San Diego,CA,22021,2023-11-06,2023-11-08,1208.35
1368,173,2023-11-20,Processing,Google Pay,2439 Second Ave,New York,NY,67432,,,0.0
1369,610,2023-10-28,Processing,Google Pay,4723 Main St,Los Angeles,CA,66585,,,131.3
1370,471,2023-11-02,Delivered,PayPal,6396 First St,Jacksonville,FL,96006,2023-11-03,2023-11-06,135.43
1371,491,2024-03-21,Delivered,Apple Pay,4211 Second Ave,Phoenix,AZ,16253,2024-03-23,2024-03-28,1050.33
1372,688,2023-03-18,Shipped,Apple Pay,7378 First St,Houston,TX,47831,2023-03-21,,1060.4499999999998
1373,814,2023-04-10,Processing,Debit Card,2080 Park Rd,Los Angeles,CA,47957,,,722.1800000000001
1374,622,2021-11-26,Delivered,Google Pay,7417 Park Rd,Austin,TX,44242,2021-11-29,2021-11-30,342.70000000000005
1375,203,2024-01-23,Delivered,Debit Card,1120 Oak Ave,Columbus,OH,37176,2024-01-26,2024-02-02,186.85
1376,691,2021-06-26,Delivered,Debit Card,9174 First St,Phoenix,AZ,49582,2021-06-28,2021-07-02,238.82999999999998
1377,525,2023-10-17,Delivered,Apple Pay,8052 Oak Ave,Los Angeles,CA,14170,2023-10-20,2023-10-23,838.9000000000001
1378,612,2021-02-13,Shipped,Credit Card,2156 Oak Ave,Columbus,OH,19403,2021-02-14,,0.0
1379,254,2023-06-29,Delivered,Credit Card,3837 Park Rd,San Diego,CA,59207,2023-07-02,2023-07-09,0.0
1380,713,2024-05-21,Delivered,Debit Card,2448 First St,Los Angeles,CA,87405,2024-05-23,2024-05-30,6719.969999999999
1381,902,2023-06-01,Delivered,PayPal,5281 Main St,San Antonio,TX,37887,2023-06-02,2023-06-03,7739.72
1382,13,2023-06-17,Delivered,Credit Card,7223 Oak Ave,Phoenix,AZ,10425,2023-06-20,2023-06-21,768.5899999999999
1383,157,2022-07-10,Delivered,Debit Card,8510 Oak Ave,San Diego,CA,22021,2022-07-12,2022-07-19,180.12
1384,271,2022-11-30,Processing,Debit Card,5210 Park Rd,Philadelphia,PA,37114,,,299.44
1385,910,2022-09-13,Delivered,Apple Pay,6350 Second Ave,San Jose,CA,34057,2022-09-14,2022-09-15,68.71000000000001
1386,648,2022-05-28,Delivered,Credit Card,4587 Oak Ave,Los Angeles,CA,32026,2022-05-29,2022-06-03,180.99
1387,671,2024-02-19,Delivered,Credit Card,3793 Park Rd,Fort Worth,TX,45043,2024-02-21,2024-02-26,169.45
1388,378,2023-03-31,Cancelled,Credit Card,5131 First St,Houston,TX,58717,,,675.22
1389,128,2022-02-15,Processing,Apple Pay,4481 Main St,San Jose,CA,45818,,,0.0
1390,792,2024-03-26,Delivered,Google Pay,4373 Park Rd,Charlotte,NC,30788,2024-03-29,2024-03-31,257.52
1391,997,2022-09-06,Shipped,Credit Card,9673 First St,Houston,TX,23941,2022-09-09,,160.52
1392,671,2023-08-31,Delivered,Apple Pay,3793 Park Rd,Fort Worth,TX,45043,2023-09-03,2023-09-09,34.33
1393,740,2024-05-17,Shipped,PayPal,5234 Park Rd,Fort Worth,TX,61111,2024-05-18,,132.16
1394,899,2023-07-14,Delivered,Debit Card,7008 Main St,New York,NY,54186,2023-07-17,2023-07-23,191.82999999999998
1395,627,2023-12-27,Processing,Debit Card,7174 Second Ave,Columbus,OH,45728,,,163.63
1396,835,2023-08-23,Delivered,Google Pay,7907 Main St,San Jose,CA,98172,2023-08-25,2023-08-27,56.14
1397,246,2023-05-08,Delivered,Debit Card,4797 Main St,Dallas,TX,98346,2023-05-11,2023-05-16,4537.71
1398,58,2022-05-15,Shipped,Debit Card,6311 Park Rd,Philadelphia,PA,43065,2022-05-17,,40.449999999999996
1399,925,2023-05-30,Shipped,Apple Pay,6929 Park Rd,Dallas,TX,32365,2023-05-31,,766.9
1400,750,2023-12-23,Processing,PayPal,9816 Park Rd,Chicago,IL,36039,,,160.7
1401,94,2022-04-06,Delivered,Google Pay,7849 First St,Philadelphia,PA,96991,2022-04-07,2022-04-08,584.0699999999999
1402,43,2022-12-22,Pending,Debit Card,5243 Main St,San Jose,CA,76469,,,0.0
1403,98,2023-02-11,Delivered,Google Pay,1746 First St,Los Angeles,CA,49251,2023-02-12,2023-02-19,0.0
1404,742,2024-05-24,Shipped,Apple Pay,7043 First St,Dallas,TX,42289,2024-05-25,,356.17
1405,965,2023-03-20,Processing,Apple Pay,3256 Park Rd,Austin,TX,96155,,,12.82
1406,462,2020-12-10,Shipped,PayPal,6992 Park Rd,Dallas,TX,79444,2020-12-11,,0.0
1407,565,2024-05-15,Delivered,Google Pay,1891 First St,Dallas,TX,15559,2024-05-18,2024-05-20,2298.21
1408,999,2024-03-31,Delivered,Credit Card,2194 Oak Ave,New York,NY,82154,2024-04-01,2024-04-07,461.94000000000005
1409,445,2022-11-14,Delivered,PayPal,1352 Main St,Jacksonville,FL,76476,2022-11-17,2022-11-21,57.14
1410,173,2024-03-05,Delivered,Debit Card,2439 Second Ave,New York,NY,67432,2024-03-07,2024-03-11,298.15999999999997
1411,207,2022-04-06,Delivered,Debit Card,789 Park Rd,Phoenix,AZ,55398,2022-04-08,2022-04-10,0.0
1412,455,2023-12-04,Cancelled,Debit Card,9779 Oak Ave,Houston,TX,63857,,,35.23
1413,48,2024-03-06,Cancelled,Debit Card,6391 First St,Jacksonville,FL,41979,,,662.75
1414,628,2021-12-31,Delivered,Credit Card,4061 Second Ave,San Diego,CA,78151,2022-01-03,2022-01-04,4103.910000000001
1415,736,2024-02-25,Shipped,PayPal,8052 Second Ave,San Diego,CA,65314,2024-02-26,,317.13
1416,197,2023-05-12,Cancelled,Google Pay,759 Main St,Dallas,TX,27961,,,125.7
1417,794,2021-09-17,Delivered,Debit Card,9226 Park Rd,Fort Worth,TX,77552,2021-09-20,2021-09-26,6765.85
1418,106,2022-02-16,Delivered,Credit Card,6907 Oak Ave,Philadelphia,PA,27322,2022-02-18,2022-02-22,3265.99
1419,69,2023-09-18,Shipped,PayPal,9628 Park Rd,Phoenix,AZ,82544,2023-09-21,,0.0
1420,350,2022-12-28,Delivered,Debit Card,6011 Main St,New York,NY,21485,2022-12-29,2023-01-02,451.33000000000004
1421,582,2024-05-05,Delivered,Debit Card,2032 Oak Ave,Austin,TX,64346,2024-05-07,2024-05-14,0.0
1422,900,2022-07-09,Delivered,Credit Card,2836 Main St,Jacksonville,FL,77174,2022-07-10,2022-07-15,511.32000000000005
1423,487,2022-11-08,Delivered,Credit Card,9087 Park Rd,Chicago,IL,45311,2022-11-10,2022-11-13,105.69
1424,320,2021-09-29,Pending,PayPal,2287 First St,Dallas,TX,87580,,,1270.52
1425,311,2022-09-15,Delivered,Credit Card,9387 Oak Ave,Columbus,OH,30618,2022-09-17,2022-09-24,423.33
1426,323,2023-07-24,Delivered,Credit Card,3501 First St,Philadelphia,PA,70731,2023-07-25,2023-07-26,1094.55
1427,647,2023-05-15,Delivered,Credit Card,2079 Second Ave,Philadelphia,PA,28000,2023-05-16,2023-05-20,421.62
1428,261,2023-02-18,Delivered,Debit Card,1852 Oak Ave,San Diego,CA,10887,2023-02-21,2023-02-25,0.0
1429,475,2024-04-01,Delivered,PayPal,1577 Second Ave,Charlotte,NC,83284,2024-04-03,2024-04-04,647.55
1430,678,2024-05-12,Shipped,Credit Card,6193 Park Rd,San Diego,CA,29443,2024-05-14,,61.32
1431,540,2023-07-07,Delivered,Debit Card,927 First St,Chicago,IL,88005,2023-07-10,2023-07-11,2614.62
1432,259,2024-04-16,Delivered,Apple Pay,6337 Oak Ave,Chicago,IL,45247,2024-04-18,2024-04-19,1379.6399999999999
